overall_rougeL_fmeasure,overall_rouge1_fmeasure,overall_rouge2_fmeasure,overall_bleu_score,overall_chexpert_micro_f1,overall_chexpert_micro_precision,overall_chexpert_micro_recall,overall_icd_micro_f1,overall_icd_micro_precision,overall_icd_micro_recall,stageA_rougeL_fmeasure,stageA_rouge1_fmeasure,stageA_rouge2_fmeasure,stageA_bleu_score,stageA_chexpert_micro_f1,stageA_chexpert_micro_precision,stageA_chexpert_micro_recall,stageB_rougeL_fmeasure,stageB_rouge1_fmeasure,stageB_rouge2_fmeasure,stageB_bleu_score,stageB_chexpert_micro_f1,stageB_chexpert_micro_precision,stageB_chexpert_micro_recall,stageB_icd_micro_f1,stageB_icd_micro_precision,stageB_icd_micro_recall
0.09825193935667394,0.15823923804555082,0.0,0.0,0.18181818181818182,0.25,0.14285714285714285,0.0,0.0,0.0,0.1158008658008658,0.20887445887445888,0.0,0.0,0.0,0.0,0.0,0.08070301291248205,0.10760401721664276,0.0,0.0,0.28571428571428575,0.5,0.2,0.0,0.0,0.0
